ID,Brand,Tipe,CPU,RAM,Memori,GPU,SistemOperasi,Berat,Layar,Harga
605,Vivid,Notebook,Intel Core i7 8550U 1.8GHz,8GB,512GB SSD,Intel UHD Graphics 620,Gemini 5,1.63kg,14.0inch Full HD 1920x1080,18571088.0
606,Pulse,Notebook,Intel Core i7 8550U 1.8GHz,12GB,1TB HDD,Intel HD Graphics 620,Gemini 5,2.2kg,15.6inch Touchscreen 1366x768,10433388.0
607,Traverse,Notebook,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Nvidia GeForce 930M,Gemini 5,2.2kg,15.6inch IPS Panel Full HD 1920x1080,17868676.0
608,Eclipse,Notebook,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,AMD Radeon 530,Gemini 5,2.2kg,15.6inch Full HD 1920x1080,14904840.0
609,Zenith,2 in 1 Convertible,,,256GB SSD,Intel UHD Graphics 620,Gemini 5,1.5kg,13.3inch IPS Panel Full HD / Touchscreen 1920x1080,14510804.0
610,Eclipse,Ultrabook,,8GB,256GB SSD,Intel UHD Graphics 620,Gemini 5,1.2kg,13.3inch Full HD 1920x1080,24839686.8
611,Eclipse,2 in 1 Convertible,Intel Core i5 7Y54 1.2GHz,8GB,256GB SSD,Intel HD Graphics 615,Gemini 5,1.24kg,13.3inch Full HD / Touchscreen 1920x1080,32533668.0
612,Eclipse,Ultrabook,Intel Core i5 8250U 1.6GHz,8GB,128GB SSD,,Gemini 5,1.21kg,13.3inch IPS Panel 4K Ultra HD / Touchscreen 3840x2160,27394068.0
613,Stellar,Gaming,Intel Core i7 6820HK 2.7GHz,32GB,512GB SSD,Nvidia GeForce GTX 1080,Gemini 5,3.8kg,17.3inch IPS Panel Full HD 1920x1080,47952468.0
614,Vivid,,Intel Core i3 7100U 2.4GHz,4GB,256GB SSD,Intel HD Graphics 620,Gemini 5,2.04kg,15.6inch 1366x768,13191468.68
615,Galaxy,Gaming,Intel Core i5 7300HQ 2.5GHz,8GB,256GB SSD,Nvidia GeForce GTX 1050,,2.2kg,15.6inch Full HD 1920x1080,17096022.8
616,Vivid,,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,Intel HD Graphics 620,Gemini 5,1.26kg,12.5inch Full HD 1920x1080,25406756.0
617,Eclipse,Notebook,Intel Core i3 6006U 2.0GHz,4GB,1TB HDD,AMD Radeon R5 M430,Penguin OS,2.25kg,15.6inch Full HD 1920x1080,7332496.0
618,Vivid,Notebook,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,,Gemini 5,2.31kg,15.6inch Full HD 1920x1080,19958780.0
619,Eclipse,Gaming,Intel Core i7 6700HQ 2.6GHz,16GB,1TB HDD,Nvidia GeForce GTX 960<U+039C>,Gemini 5,2.59kg,15.6inch Full HD 1920x1080,15059199.32
620,Pulse,Gaming,,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,,2.4kg,15.6inch IPS Panel Full HD 1920x1080,13859788.0
621,Orbit,Ultrabook,Intel Core i7 7600U 2.8GHz,8GB,256GB SSD,Intel Iris Plus Graphics 640,Gemini 5 S,1.252kg,13.5inch Touchscreen 2256x1504,32000006.2
622,Quantum,Ultrabook,,16GB,256GB SSD,AMD Radeon Pro 555,Orange OS,1.83kg,15.4inch IPS Panel Retina Display 2880x1800,41801566.04
623,Eclipse,Notebook,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,AMD Radeon R7 M445,Gemini 5,2.36kg,15.6inch 1366x768,12831868.0
624,Eclipse,Notebook,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD,Intel HD Graphics 620 ,Gemini 5,1.6kg,14.0inch Full HD 1920x1080,19170708.0
625,Eclipse,Notebook,Intel Core i5 8250U 1.6GHz,8GB,128GB SSD +  1TB HDD,AMD Radeon 530,Gemini 5,2.8kg,17.3inch IPS Panel Full HD 1920x1080,16772228.0
626,Quantum,Ultrabook,Intel Core M 1.1GHz,8GB,256GB Flash Storage,Intel HD Graphics 5300,Orange OS X,0.920kg,12.0inch IPS Panel Retina Display 2304x1440,19924516.0
627,Eclipse,,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,AMD Radeon R7 M445,Penguin OS,2.33kg,15.6inch Full HD 1920x1080,13343600.84
628,Vivid,Notebook,Intel Celeron Quad Core N3450 1.1GHz,4GB,32GB SSD,Intel HD Graphics 500,Gemini 5,1.2kg,13.3inch IPS Panel Full HD 1920x1080,6321708.0
629,Stellar,Ultrabook,Intel Core i5 6200U 2.3GHz,8GB,512GB SSD,,Gemini 5,1.45kg,13.3inch IPS Panel Full HD 1920x1080,17577432.0
630,Stellar,Notebook,Intel Core i7 7500U 2.7GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 950M,No OS,2.69kg,17.3inch Full HD 1920x1080,15230348.0
631,Galaxy,Gaming,Intel Core i7 6700HQ 2.6GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Gemini 5,2.4kg,15.6inch Full HD 1920x1080,21055228.0
632,Vivid,,Intel Core i5 8250U 1.6GHz,4GB,128GB SSD,Intel UHD Graphics 620,Gemini 5,1.49kg,13.3inch IPS Panel Full HD 1920x1080,12437832.0
633,Eclipse,Workstation,,16GB,512GB SSD,,Gemini 5,2.17kg,15.6inch IPS Panel Full HD 1920x1080,40054616.0
634,Eclipse,Notebook,,,1TB HDD,AMD Radeon R5 M430,Penguin OS,2.3kg,15.6inch 1366x768,13808220.68
635,Vivid,Notebook,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,AMD Radeon 530,,1.91kg,15.6inch Full HD 1920x1080,12317908.0
636,Eclipse,Notebook,Intel Core i7 8550U 1.8GHz,8GB,128GB SSD +  2TB HDD,AMD Radeon 530,Gemini 5,2.02kg,15.6inch Full HD 1920x1080,16633458.8
637,Zenith,Notebook,Intel Core i7 8550U 1.8GHz,8GB,1TB HDD,Nvidia GeForce MX150,Gemini 5,2.2kg,15.6inch Full HD 1920x1080,11803948.0
638,Eclipse,2 in 1 Convertible,,,256GB SSD,Intel HD Graphics 620,Gemini 5,1.68kg,13.3inch Full HD / Touchscreen 1920x1080,15230348.0
639,Epic,Notebook,Intel Celeron Dual Core N3350 1.1GHz,4GB,32GB Flash Storage,Intel HD Graphics 500,Gemini 5,1.22kg,14.0inch 1920x1080,3476082.8000000003
640,Pulse,Notebook,Intel Core i3 7130U 2.7GHz,4GB,128GB SSD,Intel HD Graphics 620,Gemini 5,1.7kg,14.0inch IPS Panel Full HD 1920x1080,10262068.0
641,Eclipse,Gaming,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Gemini 5,2.65kg,15.6inch IPS Panel 4K Ultra HD 3840x2160,31608540.0
642,Zenith,Gaming,Intel Core i5 7300HQ 2.5GHz,8GB,1TB HDD,Nvidia GeForce GTX 1050,Penguin OS,2.4kg,15.6inch Full HD 1920x1080,12146588.0
643,Pulse,Notebook,Intel Core i7 6500U 2.5GHz,8GB,500GB HDD,Nvidia GeForce 920MX,No OS,2.2kg,15.6inch 1366x768,10776028.0
644,Traverse,Notebook,Intel Core i3 7100U 2.4GHz,4GB,500GB HDD,Intel HD Graphics 620,Gemini 5,2.0kg,15.6inch 1366x768,11461308.0
645,Vivid,Notebook,Intel Core i3 6006U 2GHz,8GB,1TB HDD,Intel HD Graphics 520,Gemini 5,2.54kg,17.3inch 1600x900,8377548.0
646,Vivid,2 in 1 Convertible,Intel Pentium Quad Core N4200 1.1GHz,4GB,256GB SSD,Intel HD Graphics 505,Gemini 5,1.45kg,11.6inch Touchscreen 1366x768,13277300.0
647,Pulse,Notebook,Intel Core i3 6006U 2GHz,4GB,1TB HDD,AMD Radeon R5 M430,,1.9kg,15.6inch 1366x768,6304576.0
648,Vivid,Notebook,Intel Celeron Dual Core N3060 1.6GHz,2GB,32GB Flash Storage,Intel HD Graphics 400,Gemini 5,1.44kg,14.0inch 1366x768,4779828.0
649,Traverse,Notebook,Intel Core i5 7200U 2.5GHz,8GB,500GB HDD,Intel HD Graphics 620,Gemini 5,2.0kg,15.6inch IPS Panel Full HD 1920x1080,14733520.0
650,Eclipse,Notebook,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Gemini 5,2.18kg,15.6inch Full HD 1920x1080,13619940.0
651,Lumina,Ultrabook,Intel Core i7 8550U 1.8GHz,8GB,512GB SSD,Intel HD Graphics 620,Gemini 5,1.09kg,15.6inch IPS Panel Full HD 1920x1080,39386468.0
652,Eclipse,Ultrabook,Intel Core i5 8250U 1.6GHz,8GB,1TB HDD,AMD Radeon 530,Gemini 5,1.9kg,15.6inch Full HD 1920x1080,11358516.0
653,Vivid,Notebook,,6GB,256GB SSD,AMD Radeon 530,Gemini 5,1.95kg,15.6inch IPS Panel Full HD 1920x1080,11118668.0
654,Vivid,Notebook,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Gemini 5,2.07kg,15.6inch Full HD 1920x1080,15590120.0
655,Stellar,,,4GB,500GB HDD,Intel HD Graphics,Gemini 5,2.2kg,15.6inch 1366x768,6321708.0
656,Cosmo,Netbook,Intel Celeron Dual Core N3060 1.6GHz,4GB,16GB Flash Storage,Intel HD Graphics 400,RamEater OS,1.15kg,11.6inch 1366x768,4608508.0
657,Eclipse,,Intel Core i7 6700HQ 2.6GHz,32GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Gemini 5,4.42kg,17.3inch Full HD 1920x1080,47969600.0
658,Eclipse,Notebook,Intel Core i7 7500U 2.7GHz,16GB,256GB SSD,AMD Radeon R7 M445,Penguin OS,2.36kg,15.6inch Full HD 1920x1080,15401668.0
659,Galaxy,Gaming,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Gemini 5,4.14kg,17.3inch Full HD 1920x1080,42812868.0
660,Pulse,Gaming,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,Nvidia GeForce GTX 1050M,No OS,2.4kg,15.6inch IPS Panel Full HD 1920x1080,14887708.0
661,Vivid,Ultrabook,Intel Core i7 6600U 2.6GHz,8GB,256GB SSD,Intel HD Graphics 520,Gemini 2,1.43kg,14.0inch Full HD 1920x1080,24824268.0
662,Vivid,Notebook,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Gemini 5,2.31kg,15.6inch 1366x768,20541268.0
663,Pulse,Notebook,,4GB,128GB SSD,Intel HD Graphics 505,Gemini 5,2.2kg,15.6inch Full HD 1920x1080,5979068.0
664,Eclipse,Notebook,Intel Core i7 7500U 2.7GHz,16GB,256GB SSD,AMD Radeon R7 M445,Gemini 5,2.3kg,15.6inch Full HD 1920x1080,20237517.64
665,Vivid,Notebook,AMD A6-Series 9220 2.5GHz,4GB,256GB SSD,AMD Radeon R4 Graphics,Gemini 5,1.86kg,15.6inch Full HD 1920x1080,6826930.68
666,Pulse,Notebook,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Gemini 5,1.9kg,14.0inch IPS Panel Full HD 1920x1080,16069816.0
667,Pulse,Notebook,Intel Core i3 6006U 2GHz,4GB,500GB HDD,Intel HD Graphics 520,Gemini 5,2.1kg,15.6inch 1366x768,8392966.799999999
668,Eclipse,Ultrabook,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Intel UHD Graphics 620,Gemini 5,1.6kg,14.0inch Full HD 1920x1080,19684668.0
669,Stellar,Ultrabook,Intel Core M 6Y30 0.9GHz,8GB,512GB SSD,Intel HD Graphics 515,Gemini 5,1.2kg,13.3inch IPS Panel Full HD 1920x1080,12489228.0
670,Stellar,Ultrabook,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,Intel UHD Graphics 620,Gemini 5,1.25kg,14.0inch Full HD 1920x1080,18828068.0
671,Stellar,Notebook,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Nvidia GeForce GTX 930MX,Gemini 5,2.3kg,15.6inch IPS Panel Full HD 1920x1080,13482884.0
672,Eclipse,Notebook,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Nvidia GeForce 940MX,Gemini 5,2.18kg,15.6inch Full HD 1920x1080,17301606.8
673,Pulse,Notebook,Intel Celeron Dual Core N3350 1.1GHz,4GB,500GB HDD,Intel HD Graphics 500,Gemini 5,2.2kg,15.6inch 1366x768,7178308.0
674,Galaxy,Gaming,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  2TB HDD,,Gemini 5,1.8kg,15.6inch 4K Ultra HD 3840x2160,39386468.0
675,Pulse,Notebook,AMD A4-Series 7210 2.2GHz,4GB,500GB HDD,AMD Radeon R3,Gemini 5,2.8kg,17.3inch 1600x900,6493028.0
676,Pulse,2 in 1 Convertible,Intel Core i7 7700HQ 2.8GHz,8GB,512GB SSD,Nvidia GeForce GTX 1050M,Gemini 5,2kg,15.6inch IPS Panel Full HD / Touchscreen 1920x1080,29107268.0
677,Eclipse,Notebook,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD,Intel HD Graphics 620,Gemini 5,1.9kg,15.6inch Full HD 1920x1080,16189740.0
678,Pulse,Notebook,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Nvidia GeForce 940MX,No OS,2.2kg,15.6inch Full HD 1920x1080,10776028.0
679,Zenith,Notebook,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,Nvidia GeForce 940MX,Gemini 5,2.23kg,15.6inch Full HD 1920x1080,12711944.0
680,Eclipse,Gaming,,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Gemini 5,4.36kg,17.3inch IPS Panel Full HD 1920x1080,42916002.64
681,Pulse,2 in 1 Convertible,Intel Core i7 6500U 2.5GHz,4GB,128GB SSD,Intel HD Graphics 520,Gemini 5,1.8kg,14.0inch IPS Panel Full HD / Touchscreen 1920x1080,10930216.0
682,Eclipse,Ultrabook,Intel Core i7 7660U 2.5GHz,16GB,512GB SSD,Intel Iris Plus Graphics 640,Gemini 5,1.29kg,13.3inch Quad HD+ / Touchscreen 3200x1800,38375680.0
683,Galaxy,Gaming,Intel Core i7 7700HQ 2.8GHz,,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Gemini 5,2.7kg,17.3inch Full HD 1920x1080,27394068.0
684,Eclipse,Notebook,,4GB,500GB HDD,Intel HD Graphics 520,Gemini 5,1.76kg,14.0inch 1366x768,12934660.0
685,Stellar,Netbook,Intel Celeron Dual Core N3350 1.1GHz,2GB,32GB Flash Storage,Intel HD Graphics 500,Gemini 5,1.1kg,11.6inch 1366x768,4197340.0
686,Eclipse,Notebook,Intel Core i3 6006U 2GHz,8GB,256GB SSD,Intel HD Graphics 520,Gemini 5,2kg,15.6inch 1366x768,11392780.0
687,Pulse,Gaming,Intel Core i5 7300HQ 2.5GHz,8GB,256GB SSD,Nvidia GeForce GTX 1050,Gemini 5,2.5kg,15.6inch IPS Panel Full HD 1920x1080,14202428.0
688,Zenith,Notebook,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,Nvidia GeForce MX150,Gemini 5,3kg,15.6inch IPS Panel Full HD 1920x1080,16292532.0
689,Eclipse,Notebook,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,,Penguin OS,2.3kg,15.6inch Full HD 1920x1080,10260354.8
690,Eclipse,Ultrabook,Intel Core i7 7600U 2.8GHz,8GB,512GB SSD,Intel HD Graphics,Gemini 5,1.36kg,14.0inch Full HD 1920x1080,28781760.0
691,Pulse,,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  2TB HDD,Nvidia GeForce GTX 1050 Ti,,2.4kg,15.6inch IPS Panel Full HD 1920x1080,19342028.0
692,Vivid,Workstation,Intel Core i7 6700HQ 2.6GHz,8GB,256GB SSD,,Gemini 2,2.59kg,15.6inch IPS Panel Full HD 1920x1080,38187228.0
693,Traverse,Notebook,Intel Core i5 6200U 2.3GHz,4GB,128GB SSD,Intel HD Graphics 520,Gemini 2,1.2kg,13.3inch Full HD 1920x1080,20472740.0
694,Stellar,Gaming,Intel Core i7 6700HQ 2.6GHz,16GB,1TB HDD,Nvidia GeForce GTX 965M,No OS,4kg,17.3inch IPS Panel Full HD 1920x1080,17097736.0
695,Stellar,Gaming,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Gemini 5,2.99kg,17.3inch Full HD 1920x1080,29963868.0
696,Eclipse,Notebook,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD +  2TB HDD,AMD Radeon 530,Gemini 5,2.02kg,15.6inch Full HD 1920x1080,19571596.8
697,Quantum,Ultrabook,Intel Core i7 2.9GHz,16GB,512GB SSD,AMD Radeon Pro 560,Orange OS,1.83kg,15.4inch IPS Panel Retina Display 2880x1800,48963256.0
698,Vivid,Notebook,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Nvidia GeForce 930MX,Gemini 5,2.63kg,17.3inch Full HD 1920x1080,18502560.0
699,Vivid,Notebook,Intel Atom x5-Z8350 1.44GHz,4GB,32GB Flash Storage,Intel HD Graphics,Gemini 5,1.35kg,13.3inch IPS Panel Full HD 1920x1080,4368660.0
700,Vivid,Notebook,Intel Core i5 7300U 2.6GHz,8GB,256GB SSD,AMD Radeon R7 M465,Gemini 5,1.84kg,15.6inch Full HD 1920x1080,23111068.0
701,Eclipse,Notebook,Intel Core i7 7500U 2.7GHz,16GB,2TB HDD,AMD Radeon R7 M445,Gemini 5,2.32kg,15.6inch Full HD 1920x1080,16960508.68
702,Vivid,Workstation,Intel Core i7 7820HQ 2.9GHz,8GB,512GB SSD,Intel HD Graphics 620,Gemini 5,2.31kg,15.6inch IPS Panel Full HD 1920x1080,26280488.0
703,Vivid,Ultrabook,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Gemini 5,1.32kg,13.3inch IPS Panel Full HD 1920x1080,23967668.0
704,Pulse,,Intel Core i5 7300HQ 2.5GHz,8GB,256GB SSD,Nvidia GeForce GTX 1050,No OS,2.4kg,15.6inch IPS Panel Full HD 1920x1080,13345828.0
705,Galaxy,Gaming,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Gemini 5,2.9kg,17.3inch Full HD 1920x1080,41373780.0
706,Vivid,Notebook,Intel Pentium Quad Core N3710 1.6GHz,4GB,1TB HDD,Intel HD Graphics 405,Gemini 5,1.96kg,15.6inch 1366x768,8566000.0
707,Traverse,Notebook,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,,Gemini 5,1.47kg,14.0inch IPS Panel Full HD 1920x1080,25526680.0
708,Galaxy,Gaming,Intel Core i7 6820HK 2.7GHz,16GB,128GB SSD +  1TB HDD,,Gemini 5,4.5kg,17.3inch Full HD 1920x1080,40243068.0
709,Eclipse,Gaming,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Gemini 5,2.62kg,15.6inch 4K Ultra HD 3840x2160,25663736.0
710,Pulse,Notebook,Intel Core i3 7130U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,No OS,1.7kg,14.0inch IPS Panel Full HD 1920x1080,10262068.0
711,Eclipse,Notebook,Intel Core i5 8250U 1.6GHz,4GB,1TB HDD,AMD Radeon 530,Gemini 5,2.2kg,15.6inch Full HD 1920x1080,13294432.0
712,Eclipse,Notebook,Intel Core i3 6006U 2.0GHz,4GB,1TB HDD,AMD Radeon R5 M420X,Gemini 5,2.18kg,15.6inch 1366x768,10519048.0
713,Zenith,Netbook,Intel Celeron Dual Core N3060 1.6GHz,4GB,128GB SSD,Intel HD Graphics 400,Gemini 5,1.4kg,11.6inch 1366x768,7452420.0
714,Vivid,Notebook,Intel Core i7 6500U 2.5GHz,6GB,1TB HDD,AMD Radeon R5 M330,Gemini 5,2.19kg,15.6inch 1366x768,13088848.0
715,Stellar,Gaming,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Gemini 5,2.5kg,15.6inch Full HD 1920x1080,30820468.0
716,Pulse,Notebook,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Nvidia GeForce MX150,No OS,2.8kg,17.3inch 1600x900,11958136.0
717,Future,Notebook,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Intel HD Graphics 620,Gemini 5,2.2kg,15.6inch 1366x768,12660548.0
718,Pulse,Notebook,Intel Core i5 7200U 2.5GHz,6GB,1TB HDD,Intel HD Graphics 620,Gemini 5,2.4kg,15.6inch Full HD 1920x1080,9662448.0
719,Quantum,Ultrabook,Intel Core i5 1.3GHz,8GB,512GB SSD,Intel HD Graphics 615,Orange OS,0.92kg,12.0inch IPS Panel Retina Display 2304x1440,25869320.0
720,Pulse,Notebook,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Gemini 5,1.7kg,14.0inch Full HD 1920x1080,20318552.0
721,Pulse,Gaming,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,,Gemini 5,3.2kg,15.6inch IPS Panel Full HD 1920x1080,22254468.0
722,Eclipse,Notebook,Intel Core i5 7300U 2.6GHz,8GB,500GB HDD,Intel HD Graphics 620,Gemini 5,1.9kg,15.6inch Full HD 1920x1080,16018420.0
723,Vivid,Notebook,Intel Celeron Dual Core N3060 1.6GHz,4GB,32GB SSD,Intel HD Graphics 400,Gemini 5,1.44kg,14.0inch 1366x768,3923228.0
724,Vivid,Notebook,Intel Core i5 7300HQ 2.5GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Gemini 5,2.2kg,15.6inch IPS Panel Full HD 1920x1080,18828068.0
725,Zenith,,Intel Celeron Dual Core N3350 1.1GHz,4GB,1TB HDD,Intel HD Graphics 500,Gemini 5,2.1kg,15.6inch 1366x768,5961936.0
726,Quasar,Ultrabook,Intel Core i7 7500U 2.5GHz,16GB,512GB SSD,Intel HD Graphics 620,Gemini 5,1.29kg,12.5inch IPS Panel 4K Ultra HD / Touchscreen 3840x2160,30820468.0
727,Vivid,2 in 1 Convertible,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Intel UHD Graphics 620,Gemini 5,1.26kg,13.3inch IPS Panel Full HD / Touchscreen 1920x1080,23967496.68
728,Stellar,Notebook,,4GB,1TB HDD,Intel HD Graphics 500,Gemini 5,2kg,15.6inch 1366x768,5807748.0
729,Eclipse,Notebook,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Gemini 5,1.95kg,15.6inch 1366x768,12504646.8
730,Pulse,2 in 1 Convertible,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Intel HD Graphics 620,Gemini 5,1.38kg,14.0inch Full HD / Touchscreen 1920x1080,29963868.0
731,Eclipse,Gaming,Intel Core i7 7820HK 2.9GHz,16GB,256GB SSD +  1TB HDD,,Gemini 5,4.42kg,17.3inch IPS Panel 2560x1440,47952468.0
732,Galaxy,Gaming,,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Gemini 5,2.2kg,15.6inch Full HD 1920x1080,25288716.52
733,Pulse,Notebook,AMD A6-Series 9220 2.5GHz,4GB,128GB SSD,AMD R4 Graphics,Gemini 5,2.2kg,15.6inch Full HD 1920x1080,6835668.0
734,Vivid,Ultrabook,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Gemini 5,1.26kg,12.5inch Full HD 1920x1080,22871220.0
735,Eclipse,Workstation,Intel Core i7 6820HQ 2.7GHz,8GB,256GB SSD,,Gemini 5,2kg,15.6inch IPS Panel Full HD 1920x1080,36576820.0
736,Vivid,Notebook,Intel Core i7 6500U 2.5GHz,6GB,1TB HDD,AMD Radeon R5 M330,Gemini 5,2.19kg,15.6inch 1366x768,13088848.0
737,Pulse,Notebook,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Gemini 5,1.95kg,15.6inch IPS Panel Full HD 1920x1080,23813480.0
738,Zenith,Notebook,Intel Core i3 6006U 2.0GHz,4GB,500GB HDD,Intel HD Graphics 520,Penguin OS,2.4kg,15.6inch 1366x768,6198357.600000001
739,Zenith,Notebook,Intel Celeron Dual Core N3060 1.6GHz,4GB,500GB HDD,Intel HD Graphics 400,Penguin OS,2.4kg,15.6inch 1366x768,4951148.0
740,Vivid,Notebook,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Gemini 5,1.64kg,14.0inch Full HD 1920x1080,17312057.32
741,Zenith,Notebook,Intel Core i3 6006U 2GHz,4GB,1TB HDD,Intel HD Graphics 520,Penguin OS,2.1kg,15.6inch 1366x768,6681480.0
742,Zenith,Gaming,Intel Core i7 6700HQ 2.6GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Gemini 5,4.2kg,17.3inch IPS Panel Full HD 1920x1080,33150420.0
743,Traverse,Notebook,Intel Core i5 6200U 2.3GHz,4GB,128GB SSD,Intel HD Graphics 520,Gemini 5,1.2kg,13.3inch Full HD 1920x1080,20472740.0
744,Vivid,Gaming,Intel Core i7 7700HQ 2.8GHz,12GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Gemini 5,3.35kg,17.3inch Full HD 1920x1080,34246868.0
745,Eclipse,Notebook,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,,Gemini 5,2.2kg,15.6inch Full HD 1920x1080,15744308.0
746,Pulse,Notebook,Intel Core i3 6006U 2GHz,4GB,500GB HDD,Intel HD Graphics 520,No OS,2.8kg,17.3inch Full HD 1920x1080,9062828.0
747,Pulse,Notebook,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,Intel HD Graphics 620,No OS,2.2kg,15.6inch Full HD 1920x1080,8000644.0
748,Pulse,Notebook,Intel Core i5 7200U 2.5GHz,8GB,2TB HDD,Nvidia GeForce 940MX,No OS,2.2kg,15.6inch 1366x768,9405468.0
749,Vivid,Notebook,Intel Core i5 8250U 1.6GHz,8GB,1TB HDD,Nvidia GeForce 930MX,Gemini 5,2.5kg,17.3inch Full HD 1920x1080,15350272.0
750,Pulse,Notebook,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Nvidia GeForce GTX 940MX,No OS,2.8kg,17.3inch 1600x900,10090748.0
751,Eclipse,Notebook,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,AMD Radeon R5 M430,Penguin OS,2.3kg,15.6inch 1366x768,13808220.68
752,Vivid,Ultrabook,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Gemini 5,1.36kg,14.0inch IPS Panel Full HD 1920x1080,29981000.0
753,Traverse,Notebook,Intel Core i5 7200U 2.5GHz,8GB,500GB HDD,Intel HD Graphics 620,Gemini 5,2.0kg,15.6inch IPS Panel Full HD 1920x1080,18228448.0
754,Zenith,Notebook,Intel Core i3 6006U 2.0GHz,8GB,1TB HDD,Nvidia GeForce 940MX,Gemini 5,3.3kg,17.3inch 1600x900,10776028.0
755,Pulse,2 in 1 Convertible,Intel Core i7 6500U 2.5GHz,16GB,512GB SSD,Intel HD Graphics 520,Gemini 5,1.3kg,13.3inch IPS Panel Quad HD+ / Touchscreen 3200x1800,25680868.0
756,Vivid,Notebook,Intel Core i5 6300U 2.4GHz,4GB,256GB SSD,Intel HD Graphics 520,Gemini 5,1.48kg,14.0inch 1366x768,18845028.68
757,Zenith,Notebook,Intel Celeron Quad Core N3450 1.1GHz,4GB,32GB Flash Storage,Intel HD Graphics 500,Gemini 5,1.6kg,14.0inch Full HD 1920x1080,5636428.0
